Phenotype	Set	Threshold	PRS.R2	Full.R2	Null.R2	Prevalence	Coefficient	Standard.Error	P	Num_SNP	pheno	prs	test	PRSPheno	SampleSize	prs.test	MDD.R2	ratio
1691	-	Base	1	0.00217157	0.00400279	0.00183122	-	4306.69	590.408	2.99951e-13	138639	neuroticism.fedup	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	0.511445024081772
1692	-	Base	0.1	0.00158002	0.00409904	0.00251902	-	1345.15	216.009	4.74583e-10	38851	neuroticism.fedup	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	0.390023425794046
1693	-	Base	0.1	0.0023942	0.00492561	0.00253141	-	1662.15	217.051	1.89e-14	38514	neuroticism.fedup	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	0.326684213901613
1694	-	Base	0.5	0.00261738	0.00425168	0.00163431	-	3659.13	456.726	1.13173e-15	105696	neuroticism.fedup	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.190978540835164
1695	-	Base	0.4	0.00138636	0.00356666	0.0021803	-	2373.99	407.221	5.55187e-09	93944	neuroticism.fedup	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	0.338610640262221
1696	-	Base	0.2	0.00216906	0.0045247	0.00235564	-	2169.76	297.406	2.97244e-13	61780	neuroticism.fedup	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	0.406174277464224
1697	-	Base	0.2	0.00208455	0.00446975	0.0023852	-	2118.8	296.104	8.33011e-13	61928	neuroticism.fedup	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.313218416710993
1698	-	Base	0.05	0.00172642	0.00407641	0.00234999	-	1032.04	158.559	7.57229e-11	23623	neuroticism.fedup	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.192645972491581
1699	-	Base	0.2	0.00170348	0.00353458	0.0018311	-	1922.67	297.631	1.04763e-10	61772	neuroticism.fedup	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.159786136384955
1700	-	Base	0.2	0.00207061	0.00482156	0.00275095	-	2105.97	295.593	1.04409e-12	61733	neuroticism.fedup	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.421437308806259
1701	-	Base	0.3	0.00130173	0.00313295	0.00183122	-	3113.6	551.097	1.60615e-08	78625	neuroticism.fedup	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.330368200921771
1702	-	Base	0.1	0.00132465	0.00384367	0.00251902	-	1853.11	324.987	1.18338e-08	37378	neuroticism.fedup	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.180062555987065
1703	-	Base	0.4	0.00200848	0.00453989	0.00253141	-	4418.31	629.841	2.3002e-12	93386	neuroticism.fedup	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.562818576420511
1704	-	Base	1	0.000785538	0.00241984	0.00163431	-	3986.97	907.737	1.12203e-05	138593	neuroticism.fedup	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.147074473562513
1705	-	Base	0.05	0.00151462	0.00369493	0.0021803	-	1448.47	237.725	1.10782e-09	22409	neuroticism.fedup	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.243895055337006
1706	-	Base	0.4	0.00113833	0.00349397	0.00235564	-	3299.62	624.067	1.24144e-07	93395	neuroticism.fedup	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.194621256806777
1707	-	Base	0.2	0.00100344	0.00338864	0.0023852	-	2230	448.993	6.81146e-07	60753	neuroticism.fedup	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.192458475584027
1708	-	Base	0.05	0.00112904	0.00347903	0.00234999	-	1246.13	236.696	1.40409e-07	22513	neuroticism.fedup	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.605532731933882
1709	-	Base	0.5	0.00162848	0.00345957	0.0018311	-	4402.77	697.03	2.67619e-10	105425	neuroticism.fedup	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.200978680077751
1710	-	Base	0.2	0.00188563	0.00463658	0.00275095	-	3063	450.454	1.04762e-11	60546	neuroticism.fedup	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	0.446448780903585
1711	-	Base	0.1	0.00437482	0.00620603	0.00183122	-	4639.5	448.475	4.40702e-25	38284	neuroticism.fedup	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.485363604996511
1712	-	Base	0.4	0.00275531	0.00527433	0.00251902	-	7119.69	866.206	2.04524e-16	93912	neuroticism.fedup	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.345976265308198
1713	-	Base	0.2	0.00403902	0.00657043	0.00253141	-	6183.27	622.078	2.79631e-23	61480	neuroticism.fedup	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	0.709557279909211
1714	-	Base	0.5	0.00322951	0.00486381	0.00163431	-	8526.1	958.23	5.69876e-19	105608	neuroticism.fedup	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.39731091651268
1715	-	Base	0.2	0.00206804	0.00424834	0.0021803	-	4412.65	619.904	1.09281e-12	61379	neuroticism.fedup	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.271955583200624
1716	-	Base	0.3	0.0042663	0.00662194	0.00235564	-	7718.53	754.949	1.54956e-24	79157	neuroticism.fedup	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.309688518521207
1717	-	Base	1	0.0043294	0.0067146	0.0023852	-	12813.7	1243.58	6.76933e-25	138432	neuroticism.fedup	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.372880188102354
1718	-	Base	0.2	0.00205777	0.00440776	0.00234999	-	4385.94	617.34	1.20686e-12	61393	neuroticism.fedup	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.21386961225824
1719	-	Base	1	0.00217625	0.00400735	0.0018311	-	9029.96	1236.89	2.86575e-13	138482	neuroticism.fedup	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.197508735308799
1720	-	Base	0.2	0.00357723	0.00632818	0.00275095	-	5767.86	616.251	8.00476e-21	61392	neuroticism.fedup	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.556301493846398
1721	-	Base	0.0877001	0.0063804	0.00821161	0.00183122	-	-4451	356.584	9.32002e-36	38513	neuroticism.fedup	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.530916897576075
1722	-	Base	0.1038	0.00406121	0.00658023	0.00251902	-	-3820.31	383.014	1.97404e-23	42717	neuroticism.fedup	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.336348804081362
1723	-	Base	0.0565001	0.00646103	0.00899243	0.00253141	-	-3687.16	293.593	3.5587e-36	28827	neuroticism.fedup	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	0.514724674165897
1724	-	Base	0.35305	0.0061551	0.00778941	0.00163431	-	-8177.54	666.533	1.33263e-34	89203	neuroticism.fedup	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.231750203319377
1725	-	Base	0.3991	0.00381891	0.00599922	0.0021803	-	-6716.16	694.761	4.16967e-22	95375	neuroticism.fedup	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	0.280829049835646
1726	-	Base	0.38635	0.00562967	0.00798531	0.00235564	-	-8098.56	689.966	8.17574e-32	93813	neuroticism.fedup	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.322667117548274
1727	-	Base	0.0521001	0.00600877	0.00839397	0.0023852	-	-3462.08	285.423	7.35972e-34	27452	neuroticism.fedup	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.403864042693337
1728	-	Base	0.00730005	0.00396292	0.00631291	0.00234999	-	-1240.75	125.948	6.76699e-23	7527	neuroticism.fedup	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.217251058044427
1729	-	Base	0.0989001	0.00571459	0.00754569	0.0018311	-	-4378.06	370.618	3.34952e-32	41468	neuroticism.fedup	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.26208546020739
1730	-	Base	0.21575	0.00529332	0.00804427	0.00275095	-	-6033.21	530.289	5.43022e-30	67388	neuroticism.fedup	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	0.517673981927004
1731	-	Base	0.0791001	0.00824282	0.010074	0.00183122	-	10045.8	708.507	1.23847e-45	36203	neuroticism.fedup	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.428739655773262
1732	-	Base	0.2845	0.0063667	0.00888572	0.00251902	-	15618.7	1251.68	9.81786e-36	79093	neuroticism.fedup	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	0.482830534953209
1733	-	Base	0.14045	0.00946197	0.0119934	0.00253141	-	13943.4	918.417	4.65545e-52	52079	neuroticism.fedup	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.475755594998064
1734	-	Base	0.12475	0.00844265	0.010077	0.00163431	-	12298.5	856.508	9.36903e-47	48217	neuroticism.fedup	SoftImpAll	4	SoftImpAll	Full	SoftImpAll:4	0.0262762	0.321304069842671
1735	-	Base	0.18275	0.00684784	0.00902815	0.0021803	-	13139.4	1016.2	3.05274e-38	61359	neuroticism.fedup	SoftImpAll	5	SoftImpAll	Full	SoftImpAll:5	0.0189362	0.361626936766616
1736	-	Base	0.0439501	0.00818072	0.0105364	0.00235564	-	7785.88	550.82	2.30927e-45	24748	neuroticism.fedup	SoftImpAll	6	SoftImpAll	Full	SoftImpAll:6	0.0262105	0.312116136662788
1737	-	Base	0.0880001	0.00964459	0.0120298	0.0023852	-	11382.4	741.764	3.82411e-53	38755	neuroticism.fedup	SoftImpAll	7	SoftImpAll	Full	SoftImpAll:7	0.0207042	0.465827706455695
1738	-	Base	0.32575	0.00550329	0.00785328	0.00234999	-	15271.9	1316.24	3.9936e-31	85833	neuroticism.fedup	SoftImpAll	8	SoftImpAll	Full	SoftImpAll:8	0.0209413	0.262796005978616
1739	-	Base	0.15345	0.00735868	0.00918978	0.0018311	-	12596.4	940.215	6.26699e-41	55018	neuroticism.fedup	SoftImpAll	9	SoftImpAll	Full	SoftImpAll:9	0.0256384	0.287017910634049
1740	-	Base	0.1773	0.00748544	0.0102364	0.00275095	-	13598.1	1005.94	1.22847e-41	60327	neuroticism.fedup	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.330306547054333
1741	-	Base	1	0.00112584	0.00250619	0.00138035	-	2353.91	463.819	3.87353e-07	138537	neuroticism.guilt	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	1.4971435866339
1742	-	Base	0.001	0.000475815	0.00160793	0.00113211	-	64.2982	19.4567	0.000950838	877	neuroticism.guilt	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.0885599687313877
1743	-	Base	0.05	0.0010489	0.00252328	0.00147438	-	603.377	123.019	9.35555e-07	22772	neuroticism.guilt	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.301203781343686
1744	-	Base	0.5	0.00089428	0.00258601	0.00169173	-	1628.07	359.489	5.93093e-06	105603	neuroticism.guilt	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.126631785388096
1745	-	Base	0.3	0.00115026	0.00254738	0.00139712	-	1455.7	283.79	2.90494e-07	79389	neuroticism.guilt	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	0.266545859856376
1746	-	Base	0.1	0.000664695	0.00328469	0.00262	-	652.279	166.847	9.25092e-05	37829	neuroticism.guilt	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	0.405109155401699
1747	-	Base	0.5	0.00126469	0.0026503	0.00138561	-	1920.1	356.567	7.24576e-08	105847	neuroticism.guilt	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.420635131809141
1748	-	Base	0.5	0.00115116	0.00238268	0.00123151	-	1827.47	356.089	2.866e-07	105468	neuroticism.guilt	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.371192261185006
1749	-	Base	0.2	0.000703102	0.00195929	0.00125619	-	930.661	231.819	5.95477e-05	61153	neuroticism.guilt	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.0908427511411838
1750	-	Base	1	0.00230744	0.00384668	0.00153923	-	3377.69	464.213	3.43441e-13	138615	neuroticism.guilt	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	1.81469568158046
1751	-	Base	1	0.00229227	0.00367262	0.00138035	-	4682.8	646.91	4.5295e-13	138639	neuroticism.guilt	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	0.539872113425735
1752	-	Base	0.05	0.00154343	0.00267554	0.00113211	-	1031.65	173.403	2.69095e-09	23711	neuroticism.guilt	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	0.380991288764258
1753	-	Base	0.1	0.00179374	0.00326812	0.00147438	-	1517.28	236.614	1.43179e-10	38514	neuroticism.guilt	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	0.244752544417291
1754	-	Base	1	0.00185062	0.00354235	0.00169173	-	4210.42	646.545	7.4062e-11	138638	neuroticism.guilt	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.135031484629809
1755	-	Base	0.1	0.000879809	0.00227693	0.00139712	-	1058.67	235.971	7.2425e-06	38927	neuroticism.guilt	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	0.214888404742249
1756	-	Base	0.05	0.00108735	0.00370735	0.00262	-	868.413	173.717	5.76257e-07	23590	neuroticism.guilt	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	0.203615206864137
1757	-	Base	0.3	0.00161606	0.00300167	0.00138561	-	2380.22	391.127	1.16091e-09	79617	neuroticism.guilt	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.242824472672743
1758	-	Base	0.4	0.00225323	0.00348475	0.00123151	-	3228	449.729	7.09171e-13	94023	neuroticism.guilt	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.251431102858635
1759	-	Base	1	0.00130491	0.0025611	0.00125619	-	3527.21	645.105	4.56041e-08	138627	neuroticism.guilt	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.122400337679392
1760	-	Base	1	0.00171485	0.00325409	0.00153923	-	4016.85	640.184	3.50701e-10	138711	neuroticism.guilt	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.349028435584882
1761	-	Base	1	0.000752477	0.00213283	0.00138035	-	4138.81	997.315	3.32544e-05	138735	neuroticism.guilt	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.190972377317118
1762	-	Base	0.3	0.000884802	0.00201692	0.00113211	-	2689.63	597.024	6.63548e-06	78779	neuroticism.guilt	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.120273060553706
1763	-	Base	0.1	0.00182729	0.00330167	0.00147438	-	2295.04	354.603	9.66212e-11	37374	neuroticism.guilt	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.512045306155618
1764	-	Base	0.4	0.000709112	0.00240084	0.00169173	-	2781.55	689.675	5.50389e-05	93430	neuroticism.guilt	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.132765409307838
1765	-	Base	0.1	0.000991017	0.00238814	0.00139712	-	1700.33	357.141	1.92675e-06	37544	neuroticism.guilt	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.159580717311876
1766	-	Base	0.1	0.000713296	0.0033333	0.00262	-	1422.64	351.288	5.12687e-05	37385	neuroticism.guilt	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.121952829140273
1767	-	Base	0.5	0.000920026	0.00230563	0.00138561	-	3472.06	755.952	4.37007e-06	105244	neuroticism.guilt	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.176459779815106
1768	-	Base	0.1	0.00115661	0.00238813	0.00123151	-	1829.26	355.591	2.68551e-07	37392	neuroticism.guilt	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.620319220826585
1769	-	Base	0.4	0.000889438	0.00214563	0.00125619	-	3104.3	687.52	6.32542e-06	93607	neuroticism.guilt	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.109769892937583
1770	-	Base	0.1	0.00142193	0.00296116	0.00153923	-	2030.44	355.307	1.09958e-08	37599	neuroticism.guilt	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	0.33666144208049
1771	-	Base	0.1	0.00226202	0.00364237	0.00138035	-	3520.49	489.576	6.43688e-13	38284	neuroticism.guilt	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.250959395306369
1772	-	Base	0.05	0.00151912	0.00265123	0.00113211	-	2136.53	361.985	3.58578e-09	23422	neuroticism.guilt	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.190751481377772
1773	-	Base	0.1	0.00334703	0.00482142	0.00147438	-	4294.05	490.549	2.06728e-18	38403	neuroticism.guilt	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	0.587991518381817
1774	-	Base	1	0.00219808	0.00388981	0.00169173	-	9640.79	1358.44	1.27545e-12	138721	neuroticism.guilt	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.270419097438371
1775	-	Base	0.5	0.00273922	0.00413634	0.00139712	-	8309.67	1050.41	2.55627e-15	105915	neuroticism.guilt	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.3602184544858
1776	-	Base	0.05	0.00406969	0.00668969	0.00262	-	3493.35	361.513	4.32428e-22	23368	neuroticism.guilt	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.295416699936847
1777	-	Base	1	0.00175043	0.00313603	0.00138561	-	8593.28	1356.83	2.3989e-10	138432	neuroticism.guilt	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.150760074758628
1778	-	Base	0.2	0.002773	0.00400451	0.00123151	-	5385.26	676.602	1.73048e-15	61393	neuroticism.guilt	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.288205404293045
1779	-	Base	0.3	0.00236178	0.00361797	0.00125619	-	6029.12	819.864	1.92648e-13	79094	neuroticism.guilt	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.214346780414757
1780	-	Base	0.4	0.00248195	0.00402118	0.00153923	-	7047.21	933.796	4.45947e-14	93797	neuroticism.guilt	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.38597252417431
1781	-	Base	0.1623	0.00412482	0.00550517	0.00138035	-	-4941.19	509.239	2.92514e-22	56671	neuroticism.guilt	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.343228737612022
1782	-	Base	0.1146	0.00311338	0.0042455	0.00113211	-	-3683.59	436.194	3.04433e-17	45509	neuroticism.guilt	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.257849665407805
1783	-	Base	0.0518001	0.00526019	0.00673457	0.00147438	-	-3373.88	307.723	5.69226e-28	27183	neuroticism.guilt	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	0.419058506739747
1784	-	Base	0.337	0.00427476	0.00596649	0.00169173	-	-7064.7	714.449	4.67798e-23	86996	neuroticism.guilt	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.160952137112564
1785	-	Base	0.10495	0.00400824	0.00540536	0.00139712	-	-4002.56	418.447	1.11889e-21	43313	neuroticism.guilt	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	0.29475170420702
1786	-	Base	1	0.00415405	0.00677405	0.00262	-	-10503.5	1076.21	1.67717e-22	138490	neuroticism.guilt	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.23809128059929
1787	-	Base	0.1331	0.00409615	0.00548176	0.00138561	-	-4486.74	463.519	3.67696e-22	50109	neuroticism.guilt	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.275312201744835
1788	-	Base	0.40505	0.00495773	0.00618924	0.00123151	-	-8188.93	769.953	2.03459e-26	96145	neuroticism.guilt	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.271787492050962
1789	-	Base	1	0.0035209	0.00477709	0.00125619	-	-9585.53	1068.27	2.88622e-19	138558	neuroticism.guilt	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.16147732328027
1790	-	Base	0.0688501	0.00494852	0.00648775	0.00153923	-	-3712.55	348.729	1.82148e-26	32933	neuroticism.guilt	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	0.48395337010523
1791	-	Base	0.40185	0.00496812	0.00634847	0.00138035	-	16949	1591.92	1.8035e-26	95989	neuroticism.guilt	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.258410356970097
1792	-	Base	0.0394501	0.00495578	0.00608789	0.00113211	-	6140.4	576.864	1.85065e-26	23118	neuroticism.guilt	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	0.375830792798532
1793	-	Base	0.1992	0.00655842	0.0080328	0.00147438	-	14289.6	1167.67	1.95515e-34	64591	neuroticism.guilt	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.329762724818109
1794	-	Base	0.12305	0.00533758	0.0070293	0.00169173	-	10264.7	929.153	2.25714e-28	47801	neuroticism.guilt	SoftImpAll	4	SoftImpAll	Full	SoftImpAll:4	0.0262762	0.20313363423935
1795	-	Base	0.18365	0.00571772	0.00711484	0.00139712	-	12718.6	1114.05	3.45973e-30	61550	neuroticism.guilt	SoftImpAll	5	SoftImpAll	Full	SoftImpAll:5	0.0189362	0.301946536263876
1796	-	Base	0.0428001	0.00651032	0.00913032	0.00262	-	7232.24	592.531	2.89895e-34	24311	neuroticism.guilt	SoftImpAll	6	SoftImpAll	Full	SoftImpAll:6	0.0262105	0.248385952194731
1797	-	Base	0.0828501	0.00537213	0.00675774	0.00138561	-	8717.79	787.031	1.6256e-28	37290	neuroticism.guilt	SoftImpAll	7	SoftImpAll	Full	SoftImpAll:7	0.0207042	0.259470542208827
1798	-	Base	1	0.00615185	0.00738336	0.00123151	-	26346.9	2225.4	2.44778e-32	138319	neuroticism.guilt	SoftImpAll	8	SoftImpAll	Full	SoftImpAll:8	0.0209413	0.293766385085931
1799	-	Base	0.2528	0.00633659	0.00759278	0.00125619	-	15451.7	1284.78	2.57128e-33	74198	neuroticism.guilt	SoftImpAll	9	SoftImpAll	Full	SoftImpAll:9	0.0256384	0.247152318397404
1800	-	Base	0.0669001	0.00579743	0.00733666	0.00153923	-	8203.19	712.338	1.09746e-30	32654	neuroticism.guilt	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.255820510897048
1801	-	Base	0.1	0.00117563	0.00440441	0.00322877	-	876.369	170.463	2.73117e-07	37988	neuroticism.irritability	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	1.56335439738721
1802	-	Base	0.05	0.000808244	0.00474551	0.00393726	-	533.912	124.932	1.9232e-05	22769	neuroticism.irritability	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.150432549136391
1803	-	Base	0.2	0.00143753	0.00449121	0.00305368	-	1340.1	235.529	1.27236e-08	60994	neuroticism.irritability	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.412803386209352
1804	-	Base	0.2	0.000897216	0.00333152	0.0024343	-	1061.45	236.693	7.30805e-06	60959	neuroticism.irritability	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.127047528692094
1805	-	Base	0.5	0.000776009	0.00368953	0.00291352	-	1521.11	364.296	2.97364e-05	105776	neuroticism.irritability	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	0.179821941266571
1806	-	Base	0.2	0.000901779	0.00432398	0.0034222	-	1054.07	233.913	6.5977e-06	61039	neuroticism.irritability	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	0.54960384695084
1807	-	Base	0.4	0.00096237	0.00342646	0.00246409	-	1515.75	325.43	3.19787e-06	93908	neuroticism.irritability	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.320083682008368
1808	-	Base	0.3	0.001024	0.00504819	0.00402419	-	1363.15	283.701	1.5483e-06	79147	neuroticism.irritability	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.33018943974204
1809	-	Base	0.2	0.00138711	0.00429728	0.00291017	-	1310.41	234.498	2.295e-08	61153	neuroticism.irritability	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.179218503909031
1810	-	Base	0.1	0.00156297	0.00458661	0.00302364	-	1013.42	171.071	3.14271e-09	37816	neuroticism.irritability	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	1.2292041870817
